"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Republic of Korea","2018","Total","Female","36","Estimate - de jure","Final figure, complete","2019","409545",""
"Republic of Korea","2018","Total","Female","37","Estimate - de jure","Final figure, complete","2019","408661",""
"Republic of Korea","2018","Total","Female","38","Estimate - de jure","Final figure, complete","2019","408786",""
"Republic of Korea","2018","Total","Female","39","Estimate - de jure","Final figure, complete","2019","374739",""
"Republic of Korea","2018","Total","Female","40","Estimate - de jure","Final figure, complete","2019","369966",""
"Republic of Korea","2018","Total","Female","40 - 44","Estimate - de jure","Final figure, complete","2019","1932121",""
"Republic of Korea","2018","Total","Female","41","Estimate - de jure","Final figure, complete","2019","362914",""
"Republic of Korea","2018","Total","Female","42","Estimate - de jure","Final figure, complete","2019","375693",""
"Republic of Korea","2018","Total","Female","43","Estimate - de jure","Final figure, complete","2019","394340",""
"Republic of Korea","2018","Total","Female","44","Estimate - de jure","Final figure, complete","2019","429208",""
"Republic of Korea","2018","Total","Female","45","Estimate - de jure","Final figure, complete","2019","438950",""
"Republic of Korea","2018","Total","Female","45 - 49","Estimate - de jure","Final figure, complete","2019","2245193",""
"Republic of Korea","2018","Total","Female","46","Estimate - de jure","Final figure, complete","2019","436836",""
"Republic of Korea","2018","Total","Female","47","Estimate - de jure","Final figure, complete","2019","457537",""
"Republic of Korea","2018","Total","Female","48","Estimate - de jure","Final figure, complete","2019","442463",""
"Republic of Korea","2018","Total","Female","49","Estimate - de jure","Final figure, complete","2019","469407",""
"Republic of Korea","2018","Total","Female","50","Estimate - de jure","Final figure, complete","2019","426383",""
"Republic of Korea","2018","Total","Female","50 - 54","Estimate - de jure","Final figure, complete","2019","2046927",""
"Republic of Korea","2018","Total","Female","51","Estimate - de jure","Final figure, complete","2019","408943",""
"Republic of Korea","2018","Total","Female","52","Estimate - de jure","Final figure, complete","2019","411587",""
"Republic of Korea","2018","Total","Female","53","Estimate - de jure","Final figure, complete","2019","420405",""
"Republic of Korea","2018","Total","Female","54","Estimate - de jure","Final figure, complete","2019","379609",""
"Republic of Korea","2018","Total","Female","55","Estimate - de jure","Final figure, complete","2019","436884",""
"Republic of Korea","2018","Total","Female","55 - 59","Estimate - de jure","Final figure, complete","2019","2175966",""
"Republic of Korea","2018","Total","Female","56","Estimate - de jure","Final figure, complete","2019","408276",""
"Republic of Korea","2018","Total","Female","57","Estimate - de jure","Final figure, complete","2019","474818",""
"Republic of Korea","2018","Total","Female","58","Estimate - de jure","Final figure, complete","2019","451325",""
"Republic of Korea","2018","Total","Female","59","Estimate - de jure","Final figure, complete","2019","404663",""
"Republic of Korea","2018","Total","Female","60","Estimate - de jure","Final figure, complete","2019","382336",""
"Republic of Korea","2018","Total","Female","60 - 64","Estimate - de jure","Final figure, complete","2019","1721804",""
"Republic of Korea","2018","Total","Female","61","Estimate - de jure","Final figure, complete","2019","361286",""
"Republic of Korea","2018","Total","Female","62","Estimate - de jure","Final figure, complete","2019","343181",""
"Republic of Korea","2018","Total","Female","63","Estimate - de jure","Final figure, complete","2019","353773",""
"Republic of Korea","2018","Total","Female","64","Estimate - de jure","Final figure, complete","2019","281228",""
"Republic of Korea","2018","Total","Female","65","Estimate - de jure","Final figure, complete","2019","271454",""
"Republic of Korea","2018","Total","Female","65 - 69","Estimate - de jure","Final figure, complete","2019","1225188",""
"Republic of Korea","2018","Total","Female","66","Estimate - de jure","Final figure, complete","2019","268461",""
"Republic of Korea","2018","Total","Female","67","Estimate - de jure","Final figure, complete","2019","216142",""
"Republic of Korea","2018","Total","Female","68","Estimate - de jure","Final figure, complete","2019","240362",""
"Republic of Korea","2018","Total","Female","69","Estimate - de jure","Final figure, complete","2019","228769",""
"Republic of Korea","2018","Total","Female","70","Estimate - de jure","Final figure, complete","2019","228354",""
"Republic of Korea","2018","Total","Female","70 - 74","Estimate - de jure","Final figure, complete","2019","969862",""
"Republic of Korea","2018","Total","Female","71","Estimate - de jure","Final figure, complete","2019","224611",""
"Republic of Korea","2018","Total","Female","72","Estimate - de jure","Final figure, complete","2019","153959",""
"Republic of Korea","2018","Total","Female","73","Estimate - de jure","Final figure, complete","2019","183108",""
"Republic of Korea","2018","Total","Female","74","Estimate - de jure","Final figure, complete","2019","179830",""
"Republic of Korea","2018","Total","Female","75","Estimate - de jure","Final figure, complete","2019","205970",""
"Republic of Korea","2018","Total","Female","75 - 79","Estimate - de jure","Final figure, complete","2019","915752",""
"Republic of Korea","2018","Total","Female","76","Estimate - de jure","Final figure, complete","2019","205103",""
"Republic of Korea","2018","Total","Female","77","Estimate - de jure","Final figure, complete","2019","174263",""
"Republic of Korea","2018","Total","Female","78","Estimate - de jure","Final figure, complete","2019","167772",""
"Republic of Korea","2018","Total","Female","79","Estimate - de jure","Final figure, complete","2019","162644",""
"Republic of Korea","2018","Total","Female","80","Estimate - de jure","Final figure, complete","2019","145676",""
"Republic of Korea","2018","Total","Female","80 - 84","Estimate - de jure","Final figure, complete","2019","632408",""
"Republic of Korea","2018","Total","Female","81","Estimate - de jure","Final figure, complete","2019","138241",""
"Republic of Korea","2018","Total","Female","82","Estimate - de jure","Final figure, complete","2019","129375",""
"Republic of Korea","2018","Total","Female","83","Estimate - de jure","Final figure, complete","2019","118508",""
"Republic of Korea","2018","Total","Female","84","Estimate - de jure","Final figure, complete","2019","100608",""
"Republic of Korea","2018","Total","Female","85","Estimate - de jure","Final figure, complete","2019","87805",""
"Republic of Korea","2018","Total","Female","85 - 89","Estimate - de jure","Final figure, complete","2019","330914",""
"Republic of Korea","2018","Total","Female","86","Estimate - de jure","Final figure, complete","2019","76779",""
"Republic of Korea","2018","Total","Female","87","Estimate - de jure","Final figure, complete","2019","62603",""
"Republic of Korea","2018","Total","Female","88","Estimate - de jure","Final figure, complete","2019","56106",""
"Republic of Korea","2018","Total","Female","89","Estimate - de jure","Final figure, complete","2019","47621",""
"Republic of Korea","2018","Total","Female","90","Estimate - de jure","Final figure, complete","2019","37955",""
"Republic of Korea","2018","Total","Female","90 - 94","Estimate - de jure","Final figure, complete","2019","115467",""
"Republic of Korea","2018","Total","Female","91","Estimate - de jure","Final figure, complete","2019","29140",""
"Republic of Korea","2018","Total","Female","92","Estimate - de jure","Final figure, complete","2019","21506",""
"Republic of Korea","2018","Total","Female","93","Estimate - de jure","Final figure, complete","2019","15705",""
"Republic of Korea","2018","Total","Female","94","Estimate - de jure","Final figure, complete","2019","11161",""
"Republic of Korea","2018","Total","Female","95","Estimate - de jure","Final figure, complete","2019","12382",""
"Republic of Korea","2018","Total","Female","95 - 99","Estimate - de jure","Final figure, complete","2019","29581",""
"Republic of Korea","2018","Total","Female","96","Estimate - de jure","Final figure, complete","2019","7495",""
"Republic of Korea","2018","Total","Female","97","Estimate - de jure","Final figure, complete","2019","4628",""
"Republic of Korea","2018","Total","Female","98","Estimate - de jure","Final figure, complete","2019","3151",""
"Republic of Korea","2018","Total","Female","99","Estimate - de jure","Final figure, complete","2019","1925",""
"Republic of Korea","2018","Total","Female","100 +","Estimate - de jure","Final figure, complete","2019","3415",""

