"";"date";"country";"state";"city";"ibgeID";"newDeaths";"deaths";"newCases";"totalCases";"deaths_per_100k_inhabitants";"totalCases_per_100k_inhabitants";"deaths_by_totalCases";"X_source";"is_last";"day1_death";"day_10death";"day_5death";"day1_case";"day_100cases";"day_10cases";"day_25cases";"day_50cases";"day_75cases"
"169";2020-06-04;"Brazil";"CE";"Tamboril/CE";2313203;0;1;0;25;3,80938;95,23447;0,04;"SES";TRUE;18402;0;0;18386;0;14;29;0;0
"170";2020-06-04;"Brazil";"CE";"Tarrafas/CE";2313252;0;0;0;2;0;23,27747;0;"SES";TRUE;0;0;0;18401;0;0;0;0;0
"171";2020-06-04;"Brazil";"CE";"Tauá/CE";2313302;0;6;0;187;10,19385;317,70842;0,03209;"SES";TRUE;18386;0;17;18367;35;7;19;23;32
"172";2020-06-04;"Brazil";"CE";"Tejuçuoca/CE";2313351;0;2;0;113;10,42372;588,94043;0,0177;"SES";TRUE;18400;0;0;18386;28;3;10;16;26
"173";2020-06-04;"Brazil";"CE";"Tianguá/CE";2313401;0;17;0;315;22,38433;414,76839;0,05397;"SES";TRUE;18353;58;44;18353;51;33;36;44;51
"174";2020-06-04;"Brazil";"CE";"Trairi/CE";2313500;0;14;0;211;25,03666;377,33825;0,06635;"SES";TRUE;18377;34;14;18365;47;21;24;35;37
"175";2020-06-04;"Brazil";"CE";"Tururu/CE";2313559;0;12;0;87;73,75085;534,69363;0,13793;"SES";TRUE;18388;23;7;18369;0;21;30;44;46
"176";2020-06-04;"Brazil";"CE";"Ubajara/CE";2313609;0;4;0;191;11,4969;548,97678;0,02094;"SES";TRUE;18383;0;0;18383;29;13;15;18;29
"177";2020-06-04;"Brazil";"CE";"Umari/CE";2313708;0;0;0;10;0;129,31592;0;"SES";TRUE;0;0;0;18404;0;10;0;0;0
"178";2020-06-04;"Brazil";"CE";"Umirim/CE";2313757;0;13;0;102;65,57377;514,50189;0,12745;"SES";TRUE;18376;31;21;18376;39;13;24;28;36
"179";2020-06-04;"Brazil";"CE";"Uruburetama/CE";2313807;0;8;0;253;36,61327;1157,89474;0,03162;"SES";TRUE;18397;0;10;18374;30;12;21;25;27
"180";2020-06-04;"Brazil";"CE";"Uruoca/CE";2313906;0;1;0;31;7,22543;223,98844;0,03226;"SES";TRUE;18403;0;0;18371;0;32;44;0;0
"181";2020-06-04;"Brazil";"CE";"Varjota/CE";2313955;0;2;0;34;10,85776;184,58198;0,05882;"SES";TRUE;18391;0;0;18386;0;9;15;0;0
"182";2020-06-04;"Brazil";"CE";"Viçosa do Ceará/CE";2314102;0;8;0;248;13,13866;407,29853;0,03226;"SES";TRUE;18375;0;28;18371;31;11;18;25;30
"183";2020-06-04;"Brazil";"CE";"Várzea Alegre/CE";2314003;0;1;0;89;2,45574;218,56045;0,01124;"SES";TRUE;18415;0;0;18361;0;33;51;53;55
